[4/24/21 10:52AM] Nandope used command ::object 41200 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::addn 1739 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::tele 1896 4876 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::addn 1739 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::tele 1901 4876 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::addn 1739 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::tele 1906 4876 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::addn 1739 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::tele 1906 4882 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::addn 1739 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::tele 1911 4879 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::addn 1739 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::tele 1907 4887 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::addn 1739 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::tele 1901 4886 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::addn 1739 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::tele 1900 4881 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::addn 1739 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::tele 1896 4886 | Player rights = DEVELOPER	
[4/28/21 12:24PM] Nandope used command ::addn 1739 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::tele 1900 4876 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::tele 1904 4858 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::addn 1711 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::tele 1909 4855 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::addn 1711 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::tele 1908 4848 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::addn 1711 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::tele 1901 4849 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::addn 1711 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::tele 1900 4855 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::addn 1711 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::tele 1904 4853 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::addn 1711 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::tele 1904 4844 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::addn 1711 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::tele 1899 4845 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::addn 1711 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::tele 1894 4849 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::addn 1711 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::tele 1895 4855 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::addn 1711 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::tele 1906 4848 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::tele 1910 4849 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::tele 1896 4846 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::tele 1888 4834 | Player rights = DEVELOPER	
[4/28/21 12:25PM] Nandope used command ::tele 1885 4829 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::addn 1712 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::tele 1887 4824 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::addn 1712 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::tele 1888 4818 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::addn 1712 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::tele 1879 4819 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::addn 1712 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::tele 1882 4822 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::addn 1712 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::tele 1879 4828 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::addn 1712 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::tele 1880 4833 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::tele 1873 4829 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::addn 1712 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::tele 1875 4823 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::addn 1712 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::tele 1872 4818 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::addn 1712 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::tele 1855 4818 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::addn 1705 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::tele 1853 4824 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::addn 1705 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::tele 1847 4822 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::addn 1705 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::tele 1850 4817 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::addn 1705 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::ad | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::tele 1848 4813 | Player rights = DEVELOPER	
[4/28/21 12:26PM] Nandope used command ::addn 1705 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1844 4817 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::addn 1705 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1840 4812 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::addn 1705 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1838 4819 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::addn 1705 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1841 4822 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1841 4823 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::addn 1705 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1846 4828 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::addn 1705 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1829 4827 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1816 4831 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1832 4827 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1837 4824 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1819 4829 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1815 4832 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::addn 1729 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1818 4836 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::addn 1729 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1814 4841 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::addn 1729 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1810 4836 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::addn 1729 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1810 4830 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::addn 1729 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::tele 1813 4827 | Player rights = DEVELOPER	
[4/28/21 12:27PM] Nandope used command ::addn 1729 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::tele 1805 4828 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::addn 1729 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::tele 1799 4831 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::addn 1729 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::tele 1803 4834 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::addn 1729 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::tele 1805 4839 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::addn 1729 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::tele 1808 4840 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::addn 1729 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::tele 1814 4854 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::tele 1821 4861 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::addn 1721 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::tele 1826 4859 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::addn 1721 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::tele 1832 4859 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::addn 1721 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::tele 1835 4863 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::addn 1721 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::tele 1832 4869 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::addn 1721 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::tele 1828 4866 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::addn 1721 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::tele 1823 4867 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::addn 1721 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::tele 1826 4872 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::addn 1721 | Player rights = DEVELOPER	
[4/28/21 12:28PM] Nandope used command ::tele 1836 4868 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::addn 1721 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::tele 1828 4863 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::tele 1837 4859 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::addn 1721 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::tele 1853 4864 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::tele 1858 4863 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::addn 1703 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::tele 1860 4859 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::addn 1703 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::tele 1866 4858 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::addn 1703 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::tele 1873 4860 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::addn 1703 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::tele 1867 4863 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::addn 1703 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::tele 1862 4866 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::addn 1703 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::tele 1868 4868 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::addn 1703 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::tele 1873 4866 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::addn 1703 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::tele 1871 4871 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::addn 1703 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::tele 1862 4872 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::addn 1703 | Player rights = DEVELOPER	
[4/28/21 12:29PM] Nandope used command ::tele 1869 4859 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1855 4863 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1844 4861 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1833 4859 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1823 4856 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1819 4840 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1826 4830 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1837 4822 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1848 4814 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1862 4815 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1877 4824 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1890 4831 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1903 4838 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1911 4848 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1904 4862 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1904 4874 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1904 4869 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::tele 1905 4870 | Player rights = DEVELOPER	
[4/28/21 12:30PM] Nandope used command ::mypos | Player rights = DEVELOPER	
[4/28/21 12:31PM] Nandope used command ::tele 2144 4060 | Player rights = DEVELOPER	
[4/28/21 12:32PM] Nandope used command ::tele 2144 4960 | Player rights = DEVELOPER	
[4/28/21 12:32PM] Nandope used command ::mypos | Player rights = DEVELOPER	
[4/28/21 12:32PM] Nandope used command ::tele 2155 4967 | Player rights = DEVELOPER	
[4/28/21 12:32PM] Nandope used command ::tele 2162 4953 | Player rights = DEVELOPER	
[4/28/21 12:32PM] Nandope used command ::tele 2169 4946 | Player rights = DEVELOPER	
[4/28/21 12:32PM] Nandope used command ::tele 2185 4947 | Player rights = DEVELOPER	
[4/28/21 12:32PM] Nandope used command ::tele 2199 4951 | Player rights = DEVELOPER	
[4/28/21 12:32PM] Nandope used command ::tele 2211 4958 | Player rights = DEVELOPER	
[4/28/21 12:32PM] Nandope used command ::tele 2204 4960 | Player rights = DEVELOPER	
[4/28/21 12:32PM] Nandope used command ::tele 2213 4970 | Player rights = DEVELOPER	
[4/28/21 12:32PM] Nandope used command ::tele 2221 4980 | Player rights = DEVELOPER	
[4/28/21 12:33PM] Nandope used command ::addn 1742 | Player rights = DEVELOPER	
[4/28/21 12:33PM] Nandope used command ::addn 1742 | Player rights = DEVELOPER	
[4/28/21 12:33PM] Nandope used command ::tele 2226 4976 | Player rights = DEVELOPER	
[4/28/21 12:33PM] Nandope used command ::addn 1742 | Player rights = DEVELOPER	
[4/28/21 12:33PM] Nandope used command ::tele 2217 4983 | Player rights = DEVELOPER	
[4/28/21 12:33PM] Nandope used command ::addn 1742 | Player rights = DEVELOPER	
[4/28/21 12:33PM] Nandope used command ::tele 2213 4981 | Player rights = DEVELOPER	
[4/28/21 12:33PM] Nandope used command ::addn 1742 | Player rights = DEVELOPER	
[4/28/21 12:33PM] Nandope used command ::tele 2217 4977 | Player rights = DEVELOPER	
[4/28/21 12:33PM] Nandope used command ::addn 1742 | Player rights = DEVELOPER	
[4/28/21 12:33PM] Nandope used command ::tele 2212 4976 | Player rights = DEVELOPER	
[4/28/21 12:33PM] Nandope used command ::addn 1742 | Player rights = DEVELOPER	
[4/28/21 12:33PM] Nandope used command ::tele 2218 4966 | Player rights = DEVELOPER	
[4/28/21 12:33PM] Nandope used command ::addn 1706 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::tele 2221 4962 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::addn 1706 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::tele 2222 4958 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::addn 1706 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::tele 2216 4958 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::addn 1706 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::tele 2214 4962 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::addn 1706 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::tele 2210 4958 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::addn 1706 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::tele 2210 4962 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::addn 1706 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::tele 2212 4966 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::addn 1706 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::tele 2203 4973 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::addn 1725 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::tele 2199 4979 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::addn 1725 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::tele 2198 4974 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::addn 1725 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::tele 2199 4968 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::addn 1725 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::tele 2192 4972 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::addn 1725 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::tele 2193 4977 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::addn 1725 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::tele 2194 4981 | Player rights = DEVELOPER	
[4/28/21 12:34PM] Nandope used command ::addn 1725 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::tele 2188 4981 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::addn 1725 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::tele 2187 4974 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::addn 1725 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::tele 2196 4976 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::tele 2200 4965 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::tele 2207 4956 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::tele 2210 4944 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::addn 1727 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::tele 2215 4944 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::addn 1727 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::tele 2221 4945 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::addn 1727 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::tele 2215 4938 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::addn 1727 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::tele 2211 4939 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::addn 1727 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::tele 2206 4939 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::addn 1727 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::tele 2214 4934 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::addn 1727 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::tele 2209 4934 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::tele 2208 4936 | Player rights = DEVELOPER	
[4/28/21 12:35PM] Nandope used command ::addn 1727 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::tele 2219 4942 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::tele 2204 4941 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::tele 2194 4942 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::addn 1708 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::tele 2193 4938 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::addn 1708 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::tele 2188 4939 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::addn 1708 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::tele 2184 4936 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::addn 1708 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::tele 2184 4941 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::addn 1708 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::tele 2183 4946 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::addn 1708 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::tele 2188 4944 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::addn 1708 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::tele 2192 4946 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::addn 1708 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::tele 2188 4950 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::addn 1708 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::tele 2184 4950 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::addn 1708 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::tele 2171 4951 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::addn 1740 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::tele 2169 4948 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::tele 2166 4944 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::addn 1740 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::tele 2169 4941 | Player rights = DEVELOPER	
[4/28/21 12:36PM] Nandope used command ::addn 1740 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::tele 2165 4951 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::addn 1740 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::tele 2161 4949 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::addn 1740 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::tele 2161 4937 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::addn 1740 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::tele 2166 4937 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::addn 1740 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::tele 2163 4942 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::addn 1740 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::tele 2168 4947 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::addn 1740 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::tele 2153 4948 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::addn 1741 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::tele 2150 4944 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::addn 1741 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::tele 2145 4943 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::addn 1741 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::tele 2142 4946 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::addn 1741 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::tele 2146 4948 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::addn 1741 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::tele 2151 4952 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::addn 1741 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::tele 2146 4953 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::addn 1741 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::tele 2143 4954 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::tele 2143 4954 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::tele 2142 4956 | Player rights = DEVELOPER	
[4/28/21 12:37PM] Nandope used command ::addn 1741 | Player rights = DEVELOPER	
[4/28/21 12:38PM] Nandope used command ::tele 2148 4956 | Player rights = DEVELOPER	
[4/28/21 12:38PM] Nandope used command ::addn 1741 | Player rights = DEVELOPER	
[4/28/21 12:38PM] Nandope used command ::tele 2143 4960 | Player rights = DEVELOPER	
[4/28/21 12:38PM] Nandope used command ::tele 2157 4966 | Player rights = DEVELOPER	
[4/28/21 12:38PM] Nandope used command ::addn 1709 | Player rights = DEVELOPER	
[4/28/21 12:38PM] Nandope used command ::tele 2161 4964 | Player rights = DEVELOPER	
[4/28/21 12:38PM] Nandope used command ::addn 1709 | Player rights = DEVELOPER	
[4/28/21 12:38PM] Nandope used command ::tele 2167 4964 | Player rights = DEVELOPER	
