[4/24/21 10:52AM]  [ Nandope ] Nandope used command ::object 41200 | Player rights = DEVELOPER	
[4/28/21 12:40PM]  [ Nandope ] Nandope used command ::tele 2122 4953 | Player rights = DEVELOPER	
[4/28/21 12:40PM]  [ Nandope ] Nandope used command ::tele 2122 4948 | Player rights = DEVELOPER	
[4/28/21 12:41PM]  [ Nandope ] Nandope used command ::tele 2111 4952 | Player rights = DEVELOPER	
[4/28/21 12:41PM]  [ Nandope ] Nandope used command ::tele 2100 4956 | Player rights = DEVELOPER	
[4/28/21 12:41PM]  [ Nandope ] Nandope used command ::tele 2111 4963 | Player rights = DEVELOPER	
[4/28/21 12:41PM]  [ Nandope ] Nandope used command ::tele 2122 4970 | Player rights = DEVELOPER	
[4/28/21 12:41PM]  [ Nandope ] Nandope used command ::tele 2133 4977 | Player rights = DEVELOPER	
[4/28/21 12:41PM]  [ Nandope ] Nandope used command ::tele 2148 4978 | Player rights = DEVELOPER	
[4/28/21 12:41PM]  [ Nandope ] Nandope used command ::tele 2159 4981 | Player rights = DEVELOPER	
[4/28/21 12:41PM]  [ Nandope ] Nandope used command ::tele 2170 4984 | Player rights = DEVELOPER	
[4/28/21 12:41PM]  [ Nandope ] Nandope used command ::tele 2180 4986 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2190 4988 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2200 4990 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2209 4980 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2218 4970 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2222 4957 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2226 4944 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2230 4931 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2225 4926 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2222 4918 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2227 4932 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2232 4946 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2237 4960 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2242 4974 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2235 4986 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2228 4998 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2219 4985 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::addn 1742 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::addn 1742 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2228 4981 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::addn 1742 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2220 4975 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2215 4965 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::addn 1706 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::tele 2205 4959 | Player rights = DEVELOPER	
[4/28/21 12:42PM]  [ Nandope ] Nandope used command ::addn 1706 | Player rights = DEVELOPER	
[4/28/21 12:43PM]  [ Nandope ] Nandope used command ::tele 2196 4971 | Player rights = DEVELOPER	
[4/28/21 12:43PM]  [ Nandope ] Nandope used command ::tele 2190 4978 | Player rights = DEVELOPER	
[4/28/21 12:43PM]  [ Nandope ] Nandope used command ::addn 1725 | Player rights = DEVELOPER	
[4/28/21 12:43PM]  [ Nandope ] Nandope used command ::tele 2178 4972 | Player rights = DEVELOPER	
[4/28/21 12:43PM]  [ Nandope ] Nandope used command ::tele 2166 4966 | Player rights = DEVELOPER	
[4/28/21 12:43PM]  [ Nandope ] Nandope used command ::tele 2163 4950 | Player rights = DEVELOPER	
[4/28/21 12:43PM]  [ Nandope ] Nandope used command ::tele 2167 4956 | Player rights = DEVELOPER	
[4/28/21 12:43PM]  [ Nandope ] Nandope used command ::addn 1740 | Player rights = DEVELOPER	
[4/28/21 12:43PM]  [ Nandope ] Nandope used command ::tele 2152 4950 | Player rights = DEVELOPER	
[4/28/21 12:43PM]  [ Nandope ] Nandope used command ::tele 2141 4952 | Player rights = DEVELOPER	
[4/28/21 12:43PM]  [ Nandope ] Nandope used command ::addn 1741 | Player rights = DEVELOPER	
[4/28/21 12:43PM]  [ Nandope ] Nandope used command ::tele 2129 4953 | Player rights = DEVELOPER	
[4/28/21 12:43PM]  [ Nandope ] Nandope used command ::tele 2122 4956 | Player rights = DEVELOPER	
[4/28/21 12:43PM]  [ Nandope ] Nandope used command ::addn 1719 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 2137 4957 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 2152 4958 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 2167 4953 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 2181 4948 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 2176 4952 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::mypos | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 1635 4833 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 1699 4836 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 1693 4825 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 1678 4823 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 1663 4821 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 1654 4824 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 1645 4827 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 1636 4830 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 1627 4833 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 1618 4836 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 1621 4847 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 1624 4858 | Player rights = DEVELOPER	
[4/28/21 12:45PM]  [ Nandope ] Nandope used command ::tele 1631 4849 | Player rights = DEVELOPER	
[4/28/21 12:46PM]  [ Nandope ] Nandope used command ::tele 1644 4846 | Player rights = DEVELOPER	
[4/28/21 12:46PM]  [ Nandope ] Nandope used command ::tele 1657 4843 | Player rights = DEVELOPER	
[4/28/21 12:46PM]  [ Nandope ] Nandope used command ::tele 1669 4844 | Player rights = DEVELOPER	
[4/28/21 12:46PM]  [ Nandope ] Nandope used command ::tele 1681 4845 | Player rights = DEVELOPER	
[4/28/21 12:46PM]  [ Nandope ] Nandope used command ::tele 1693 4846 | Player rights = DEVELOPER	
[4/28/21 12:46PM]  [ Nandope ] Nandope used command ::tele 1705 4847 | Player rights = DEVELOPER	
[4/28/21 12:46PM]  [ Nandope ] Nandope used command ::tele 1708 4835 | Player rights = DEVELOPER	
[4/28/21 12:46PM]  [ Nandope ] Nandope used command ::tele 1710 4822 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::addn 1715 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::tele 1713 4818 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::addn 1715 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::tele 1709 4816 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::addn 1715 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::tele 1706 4811 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::addn 1715 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::tele 1700 4816 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::addn 1715 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::tele 1703 4823 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::addn 1715 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::tele 1696 4819 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::addn 1715 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::tele 1695 4815 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::addn 1715 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::tele 1683 4822 | Player rights = DEVELOPER	
[4/28/21 12:47PM]  [ Nandope ] Nandope used command ::addn 17344 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1693 4821 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1703 4820 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1688 4823 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1673 4826 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1658 4829 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1643 4832 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1633 4841 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1623 4850 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1638 4848 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1638 4848 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1653 4846 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1653 4846 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1653 4846 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1668 4844 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1683 4842 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1698 4840 | Player rights = DEVELOPER	
[4/28/21 12:48PM]  [ Nandope ] Nandope used command ::tele 1713 4838 | Player rights = DEVELOPER	
[4/28/21 12:49PM]  [ Nandope ] Nandope used command ::tele 1635 4833 | Player rights = DEVELOPER	
[4/28/21 12:49PM]  [ Nandope ] Nandope used command ::tele 1683 4822 | Player rights = DEVELOPER	
[4/28/21 12:49PM]  [ Nandope ] Nandope used command ::pnpc 1734 | Player rights = DEVELOPER	
[4/28/21 12:49PM]  [ Nandope ] Nandope used command ::pnpc -1 | Player rights = DEVELOPER	
[4/28/21 12:50PM]  [ Nandope ] Nandope used command ::tele 1694 4819 | Player rights = DEVELOPER	
[4/28/21 12:50PM]  [ Nandope ] Nandope used command ::tele 1707 4816 | Player rights = DEVELOPER	
[4/28/21 12:50PM]  [ Nandope ] Nandope used command ::tele 1693 4817 | Player rights = DEVELOPER	
[4/28/21 12:50PM]  [ Nandope ] Nandope used command ::tele 1683 482 | Player rights = DEVELOPER	
[4/28/21 12:50PM]  [ Nandope ] Nandope used command ::tele 1683 4822 | Player rights = DEVELOPER	
[4/28/21 12:50PM]  [ Nandope ] Nandope used command ::tele 1679 4824 | Player rights = DEVELOPER	
[4/28/21 12:50PM]  [ Nandope ] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 12:50PM]  [ Nandope ] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 12:51PM]  [ Nandope ] Nandope used command ::tele 1674 4818 | Player rights = DEVELOPER	
[4/28/21 12:51PM]  [ Nandope ] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 12:51PM]  [ Nandope ] Nandope used command ::tele 1674 4813 | Player rights = DEVELOPER	
[4/28/21 12:51PM]  [ Nandope ] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 12:51PM]  [ Nandope ] Nandope used command ::tele 1677 4815 | Player rights = DEVELOPER	
[4/28/21 12:51PM]  [ Nandope ] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 12:51PM]  [ Nandope ] Nandope used command ::tele 1683 4817 | Player rights = DEVELOPER	
[4/28/21 12:51PM]  [ Nandope ] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 12:51PM]  [ Nandope ] Nandope used command ::tele 1683 4823 | Player rights = DEVELOPER	
[4/28/21 12:51PM]  [ Nandope ] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 12:51PM]  [ Nandope ] Nandope used command ::tele 1687 4821 | Player rights = DEVELOPER	
[4/28/21 12:51PM]  [ Nandope ] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 12:51PM]  [ Nandope ] Nandope used command ::rlspawns | Player rights = DEVELOPER	
[4/28/21 12:56PM]  [ Nandope ] Nandope used command ::tele 1701 4821 | Player rights = DEVELOPER	
[4/28/21 12:56PM]  [ Nandope ] Nandope used command ::tele 1685 4824 | Player rights = DEVELOPER	
[4/28/21 01:02PM]  [ Nandope ] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:02PM]  [ Nandope ] Nandope used command ::tele 1674 4821 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::tele 1674 4816 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::tele 1673 4812 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::tele 1679 4814 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::tele 1684 4816 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::tele 1670 4815 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::addn 1734 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::tele 1655 4820 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::tele 1656 4826 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::tele 1652 4829 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::tele 1647 4829 | Player rights = DEVELOPER	
[4/28/21 01:03PM]  [ Nandope ] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::tele 1646 4824 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::tele 1648 4819 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::tele 1651 4816 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::tele 1645 4822 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::tele 1642 4825 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::tele 1644 4819 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::addn 1733 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::tele 1631 4818 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::tele 1626 4815 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::tele 1621 4815 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::tele 1618 4819 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::tele 1618 4824 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::tele 1624 4825 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::tele 1629 4824 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::tele 1622 4830 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:04PM]  [ Nandope ] Nandope used command ::tele 1616 4831 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::addn 1735 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1628 4839 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1624 4851 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1628 4852 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1641 4848 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1654 4841 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1669 4839 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1684 4837 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1698 4839 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1712 4841 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1711 4837 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1707 4840 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1703 4837 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1700 4841 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1705 4844 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1702 4849 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1708 4849 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1696 4850 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1693 4843 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::tele 1692 4848 | Player rights = DEVELOPER	
[4/28/21 01:05PM]  [ Nandope ] Nandope used command ::addn 1736 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::tele 1681 4843 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::tele 1678 4840 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::tele 1674 4837 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::tele 1677 4846 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::tele 1673 4849 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::tele 1671 4845 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::tele 1670 4840 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::tele 1682 4848 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::addn 1743 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::tele 1667 4846 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::tele 1661 4849 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::tele 1646 4848 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::tele 1631 4847 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::tele 1632 4843 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::tele 1637 4842 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::tele 1637 4838 | Player rights = DEVELOPER	
[4/28/21 01:06PM]  [ Nandope ] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::tele 1641 4842 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::tele 1640 4846 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::tele 1640 4846 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::tele 1644 4849 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::tele 1640 4852 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::tele 1635 4853 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::tele 1629 4850 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::tele 1629 4850 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::addn 1716 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::tele 1644 4849 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::tele 1656 4849 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::tele 1699 4836 | Player rights = DEVELOPER	
[4/28/21 01:07PM]  [ Nandope ] Nandope used command ::tele 1635 4833 | Player rights = DEVELOPER	
